title,description,url,organization,age_range,start_date,end_date,start_time,end_time,day_of_week,duration_minutes,repeat_rrule,repeat_frequency,newsletter_description,newsletter_last,newsletter_highlight,calendar_skip,calendar_sent,file_url,location,neighborhood,area,created_at,list_id,status,source
Family jazz concert with Tcha Limberger,"Experience an afternoon full of music and stories for all ages, led by jazz manouche violinist Tcha Limberger at BIMHUIS Amsterdam. Part of the Django Amsterdam festival, young listeners will be introduced to the jazz manouche style of Django Reinhardt. Tcha Limberger performs with vocals, violin, and guitar, sharing captivating anecdotes from his extensive musical career. His diverse repertoire includes works by Django and other Manouche and Sinti artists, alongside Hungarian, Romanian, Transylvanian, Serbian, and Greek songs. Tickets are €17, with reduction prices available.",https://www.bimhuis.nl/agenda/tcha-limberger,BIMHUIS,,2026-01-24,2026-01-24,14:30,15:30,Saturday,60,,,"A captivating family concert at BIMHUIS with jazz manouche violinist Tcha Limberger, suitable for all ages. This special afternoon, part of Django Amsterdam, will introduce young listeners to the vibrant world of Django Reinhardt's music, filled with stories and diverse sounds.",,false,false,true,,"Piet Heinkade 3, 1019 BR Amsterdam, The Netherlands",Oostelijke Havengebied,Center,2026-01-11 21:25,ideas,new,manual
The Big Early Dark Winter Festival at Jeugdland,"Celebrate winter at Jeugdland's 'Big Early Dark Winter Festival.' This free event offers a cozy and fun atmosphere both indoors and outdoors. Activities include a children's disco to combat the winter blues, building a hut palace, shadow theater, and a cloth labyrinth, listening to winter stories by the open fireplace, making beeswax candles and night butterflies, helping to construct a willow tunnel, and an obstacle course. Come and celebrate winter with us!",https://www.instagram.com/p/DTaxE6XjaoY/?igsh=MTJ5dWMybmw1Z2MwZw==,Jeugdland Amsterdam,All ages,2026-01-25,2026-01-25,11:30,16:00,Sunday,270,,,"Jeugdland Amsterdam is hosting their free 'Big Early Dark Winter Festival,' a festive event on January 25th, 2026, offering diverse indoor and outdoor activities for all ages. Families can enjoy a children's disco, get creative making beeswax candles and night butterflies, build a hut palace, listen to winter stories, or tackle an obstacle course.",,false,false,true,,"Valentynkade 131, 1095 PK Amsterdam, The Netherlands",Indische Buurt,East,2026-01-12 22:34,ideas,new,manual
Nijntje Gymnastics,"Toddler Gymnastics Nijntje (Peuterturnen Nijntje) is a program designed for children aged 2 to 4 years, where they learn to move in a playful and engaging way under the guidance of a parent or guardian. The program follows the official Nijntje (Miffy) 'beweegdiploma' method, which focuses on developing fundamental motor skills. Each lesson lasts 45 minutes. Turnz Amsterdam Gymnastics offers a free trial lesson for new participants, with regular participation typically requiring a membership.",https://www.turnz.nl/nijntje/,Turnz Amsterdam Gymnastics,2-5 years,2026-01-27,2026-01-27,14:45,15:30,Tuesday,45,RRULE:FREQ=WEEKLY;BYDAY=TU,weekly,"Turnz Amsterdam Gymnastics hosts a weekly program to help toddlers alongside their parents develop fundamental motor skills using all fun of Nijntje. You can try a free trial class, and they host additional Saturday classes on Zeeburgereiland, too.",2026-01-24,false,false,true,,"Ed Pelsterpark 8, 1087 EJ Amsterdam",IJburg,East,2026-01-23 15:51,ideas,new,manual
Kleine Aap by Katiuscia Principato,"''Kleine Aap'' is an intimate, colorful, and musical theatre performance by Katiuscia Principato, designed for children aged two and up. Based on the Picture Book of the Year 2026 by Mies van Hout, this interactive show encourages children to move and react, providing a warm and accessible first theatre experience. The performance lasts 35 minutes and is specially created for the National Reading Days. Please note that booking fees apply.",https://meervaart.nl/agenda/kleine-aap-2,Meervaart,2+ years,2026-01-28,2026-01-28,10:30,11:05,Wednesday,35,,,"This interactive music theatre performance by Katiuscia Principato is based on the ""Kleine Aap"" Picture Book of the Year 2026. It's only 35 minutes and little ones can move and react — a good first theater experience.",2026-01-24,false,false,true,,"Meer en Vaart 300, 1068 LE Amsterdam, The Netherlands",Osdorp,West,2026-01-03 14:28,ideas,new,manual
EXTRA story time met Charlene,"Charlene, with her background in theatre and education, will host an extra story time session at De Kinderboekwinkel during the Nationale Voorleesdagen. She makes every reading morning a party, complete with songs. It's a great opportunity for toddlers and their parents to immerse themselves in the Dutch language and meet other parents.",https://www.eventbrite.nl/e/extra-story-time-met-charlene-tickets-1980458815630,De Kinderboekwinkel,1-4 years,2026-01-29,2026-01-29,10:30,11:15,Thursday,45,,,"Join Charlene for an extra special story time at De Kinderboekwinkel during Nationale Voorleesdagen. With her background in theatre and education, Charlene makes every session a party, complete with songs, offering a wonderful opportunity for toddlers aged 1-4 years and their parents to enjoy Dutch language immersion and connect with other families. Tickets are required.",2026-01-24,false,false,true,,"34 Rozengracht  1016 NC Amsterdam, The Netherlands",Jordaan,Center,2026-01-13 13:49,ideas,new,manual
A Vision Board Gathering for Asian Moms,"The Second Steep is hosting an online vision board gathering for Asian moms. This event encourages participants to pause, reflect, and bring forward what aligns with their creativity and purpose for the Year of the Horse (2026). Participants can choose their preferred media, such as paper, markers, Canva, or Google Sheets, to visualize their goals. Registration is required, with details available via the link in their bio.",https://www.instagram.com/p/DTQ3QDzlEx_/?igsh=MXhlc2I2aWgyNGo3eg==,The Second Steep,Parents (Mothers),2026-01-29,2026-01-29,20:00,22:00,Thursday,120,,,"The Second Steep invites Asian mothers to an online vision board gathering designed for reflection and creativity. This event helps moms visualize their intentions for 2026, offering a unique opportunity to connect with purpose and community. For adults (mothers), registration is required.",2026-01-24,false,false,true,,,Other,Online,2026-01-13 18:43,ideas,new,manual
A musical party with little monkey and her friends,"The event is based on 'Little Monkey', this year's picture book. Little Monkey has big news to share, and children are invited to a participatory performance where they can dance, sing, and make music with Little Monkey and his friends from the big forest. The event is free, but registration is required via osdorp@oba.nl.",https://oba.nl/nl/agenda/een-muzikaal-feestje-met-kleine-aap-en-haar-vriendjes-2-888a77e9-825d-4140-a544-84e307b29671,OBA,2+ years,2026-01-29,2026-01-29,15:30,16:30,Thursday,60,,,"Join OBA Osdorp for 'A musical party with little monkey and her friends', a participatory performance based on this year's picture book 'Little Monkey'. Children aged 2 and up can dance, sing, and make music with the characters. This free event requires registration.",2026-01-24,false,false,true,,"Osdorpplein 160, 1068 EV Amsterdam, The Netherlands",Osdorp,West,2026-01-13 20:19,ideas,new,manual
Masterclass Birth Team Clarity: Who Supports You & When It Matters Most,"This Masterclass provides clear, honest insight into how the Dutch maternity system actually works, clarifying who supports you, when, and how – during pregnancy, birth, transfers of care, and postpartum. It's designed to help parents-to-be feel more grounded, informed, and confident about their support system. The event is hosted live on Zoom and registration is required.",https://www.instagram.com/p/DTiQ_jUDJ-_/?igsh=d3dha3BtOGxvbHk3,Birthnest Doula and Raising The Village,Adults / Parents,2026-01-29,2026-01-29,19:30,21:00,Thursday,90,,,"Join Birthnest Doula and Raising The Village for a crucial online Masterclass on 'Birth Team Clarity.' This session provides clear, honest insights into who supports you and how the Dutch maternity system works during pregnancy, birth, and postpartum, helping parents-to-be feel more grounded and confident. This online event is perfect for pregnant individuals, those trying to conceive, or anyone supporting them.",2026-01-24,false,false,true,,,Other,Online,2026-01-15 18:37,ideas,new,manual
Growing Happy Bellies Pop-up & Baby Play Date - Friday,"Join Growing Happy Bellies for a pop-up and baby play date where little ones can explore and try GHB snacks. Parents can connect with each other and take home pre-frozen meals for their children. It's a low-pressure, fun event, and you can also drop by just to pick up snacks and meals. Location and time will be shared in the WhatsApp group after commenting 'play date' to join.",https://www.instagram.com/p/DTYo9UUCL2A/?img_index=1&igsh=MXdlbmR1bHp6aGlrZQ==,Growing Happy Bellies,,2026-01-30,2026-01-30,14:00,17:00,Friday,180,,,There's a new mom-owned baby & toddler meal business starting in West! Growing Happy Bellies is hosting a pop-up play date where little ones can explore and taste snacks. Parents will have the opportunity to connect and take home pre-frozen meals.,2026-01-24,false,false,true,,,,West,2026-01-12 09:23,ideas,new,manual
Amsterdam Tea Festival 2026,"The Amsterdam Tea Festival 2026 offers a vibrant celebration of tea culture. The main festival, held at Het Sieraad from 11:00 to 19:00, features mini tastings, live music, performances, 100 tea and teaware vendors, and creative showcases. For an evening experience, the Tea Rave at Warehouse H7 from 21:00 to 03:00 (the following day) provides DJs, a dancefloor, and cozy tea corners for a sober night out. A variety of ticket options are available, including early bird, full day, and VIP passes. Workshops and exhibitor tastings can be booked separately, with an exclusive Sergey Shevelev Rare Aged Teas Tasting included in the Tea Lover Ticket. Children under 12 are welcome and can attend for free with a reserved child ticket.",https://amsterdamteafestival.com/,Amsterdam Tea Festival,,2026-01-31,2026-01-31,11:00,19:00,Saturday,480,,,"Immerse yourself in the world of tea at the Amsterdam Tea Festival 2026, featuring live music and tastings -- including herbal options for the little ones! -- from over 100 tea vendors. This family-friendly event also includes a unique Tea Rave for late-night fun. Children under 12 attend for free, but do keep in mind that there will be fragile ceramics to contend with.",2026-01-26,false,false,true,,"Postjesweg 1, 1057 DT Amsterdam",Postjesbuurt,West,2026-01-03 11:55,ideas,new,manual
Growing Happy Bellies Pop-up & Baby Play Date - Saturday,"Join Growing Happy Bellies for a pop-up and baby play date where little ones can explore and try GHB snacks. Parents can connect with each other and take home pre-frozen meals for their children. It's a low-pressure, fun event, and you can also drop by just to pick up snacks and meals. Location and time will be shared in the WhatsApp group after commenting 'play date' to join.",https://www.instagram.com/p/DTYo9UUCL2A/?img_index=1&igsh=MXdlbmR1bHp6aGlrZQ==,Growing Happy Bellies,,2026-01-31,2026-01-31,13:00,17:00,Saturday,240,,,There's a new mom-owned baby & toddler meal business starting in West! Growing Happy Bellies is hosting a pop-up play date where little ones can explore and taste snacks. Parents will have the opportunity to connect and take home pre-frozen meals.,2026-01-24,false,false,true,,,,West,2026-01-12 10:09,ideas,new,manual
A Musical Party with Little Monkey and Her Friends,"This interactive performance, based on 'Little Monkey,' this year's picture book, invites children to dance, sing, and make music with Little Monkey and all the animals living in the big forest. Little Monkey has big news to share, and children can help him tell it! To participate, please register via javaplein@oba.nl.",https://oba.nl/nl/agenda/een-muzikaal-feestje-met-kleine-aap-en-haar-vriendjes-ffa5c2c9-1b5a-4e6c-8b30-aa6511041b1c,OBA,2+,2026-01-31,2026-01-31,16:00,17:00,Saturday,60,,,"Join OBA for 'A Musical Party with Little Monkey and Her Friends,' an interactive performance where children aged 2+ can dance, sing, and make music. Based on 'Little Monkey,' this year's picture book, the event invites kids to engage with forest animals and the little monkey himself. Registration is required via javaplein@oba.nl.",2026-01-24,false,false,true,,"Javaplein 2, 1094 HW Amsterdam, The Netherlands",Indische Buurt,East,2026-01-13 20:23,ideas,new,manual
